date,total_infected,total_recovered,total_deaths,active_cases,infected,new_hospitalized,hospitalized,hospitalized_without_release,hard_status,medium_status,easy_status,respirated,deaths,total_beds,standard_occupancy,num_visits,patients_home,patients_hotel,recovered,test_results,positive_test_results,test_results_virus_diagnosis,percent_positive_change_percent,doubling_rate_days,critical_status
2020-02-12 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-13 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-14 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-15 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-16 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-17 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-18 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-19 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,,,,0,,
2020-02-20 00:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,0,29,0,29,0,,
2020-02-21 00:00:00+00:00,1,0,0,1,1,,,,,,,,,,,,,,0,28,1,28,0,,
2020-02-22 00:00:00+00:00,1,0,0,1,0,,,,,,,,,,,,,,0,13,0,13,0,,
2020-02-23 00:00:00+00:00,1,0,0,1,0,,,,,,,,,,,,,,0,56,0,56,0,,
2020-02-24 00:00:00+00:00,2,0,0,2,1,,,,,,,,,,,,,,0,75,1,74,100,1,
2020-02-25 00:00:00+00:00,2,0,0,2,0,,,,,,,,,,,,,,0,108,0,108,0,,
2020-02-26 00:00:00+00:00,2,0,0,2,0,,,,,,,,,,,,,,0,108,0,108,0,,
2020-02-27 00:00:00+00:00,3,0,0,3,1,,,,,,,,,,,,,,0,171,1,171,50,1.709511291351455,
2020-02-28 00:00:00+00:00,6,0,0,6,3,,,,,,,,,,,,,,0,118,3,118,66.66666666666667,1.356915448856724,
2020-02-29 00:00:00+00:00,6,0,0,6,0,,,,,,,,,,,,,,0,158,0,158,0,,
2020-03-01 00:00:00+00:00,7,0,0,7,1,,,,,,,,,,,,,,0,187,1,178,20,3.801784016923927,
2020-03-02 00:00:00+00:00,12,0,0,12,5,3,10,10,0,0,10,0,0,3321,0.003011141222523336,5429,-267,0,0,171,5,170,66.66666666666667,1.356915448856724,0
2020-03-03 00:00:00+00:00,15,0,0,15,3,0,10,10,0,0,10,0,0,3321,0.003011141222523336,7589,-264,0,0,235,3,227,30,2.641926795811142,0
2020-03-04 00:00:00+00:00,15,0,0,15,0,3,12,11,0,0,12,0,0,3321,0.003613369467028004,6755,-265,0,0,129,0,128,0,,0
2020-03-05 00:00:00+00:00,17,0,0,17,2,2,13,13,1,0,12,0,0,3321,0.003914483589280337,6836,-265,0,0,173,2,165,7.692307692307687,9.353206684999492,0
2020-03-06 00:00:00+00:00,21,0,0,21,4,3,16,16,2,0,14,1,0,3321,0.004817825956037338,4978,-264,0,0,274,4,274,7.14285714285714,10.04664924971331,0
2020-03-07 00:00:00+00:00,25,0,0,25,4,3,20,20,3,0,17,2,0,3321,0.006022282445046673,4682,-264,0,0,336,4,324,26.66666666666668,2.932233865905457,0
2020-03-08 00:00:00+00:00,34,0,0,34,9,8,27,27,5,0,22,4,0,3321,0.008130081300813009,7075,-262,0,0,421,9,417,42.10526315789474,1.972542256293411,0
2020-03-09 00:00:00+00:00,38,0,0,38,4,16,41,41,5,0,36,4,0,3321,0.01234567901234568,6009,-272,0,0,518,4,515,-3.703703703703698,-18.36622036975889,0
2020-03-10 00:00:00+00:00,71,0,0,71,33,19,61,61,6,0,55,5,0,3321,0.01836796145739235,5803,-259,0,0,520,33,495,115.3846153846154,0.9034115679880246,0
2020-03-11 00:00:00+00:00,90,0,0,90,19,25,84,83,7,1,76,6,0,3321,0.02529358626919603,5719,-262,0,0,401,19,376,33.928571428571416,2.372683193398745,0
2020-03-12 00:00:00+00:00,112,0,0,112,22,23,107,105,7,1,99,6,0,3321,0.0322192110809997,5769,-262,0,0,607,22,594,26.66666666666668,2.932233865905457,0
2020-03-13 00:00:00+00:00,147,1,0,146,35,23,127,126,7,5,115,6,0,3321,0.03824149352604638,3985,-249,0,1,694,35,689,32.631578947368425,2.454443593002729,0
2020-03-14 00:00:00+00:00,176,1,0,175,29,41,167,165,6,5,156,4,0,3321,0.05028605841613971,3550,-259,0,0,614,29,611,19.84126984126986,3.829586233847474,0
2020-03-15 00:00:00+00:00,215,1,0,214,39,41,206,204,9,7,190,6,0,3321,0.06202950918398073,5336,-259,0,0,1183,39,1125,19.867549668874158,3.82495260816846,0
2020-03-16 00:00:00+00:00,288,1,0,287,73,25,226,220,11,6,209,7,0,3321,0.0680517916290274,4620,-202,0,0,1345,73,1321,38.12154696132597,2.146206462477057,0
2020-03-17 00:00:00+00:00,382,3,0,379,94,46,260,260,12,7,241,7,0,3321,0.07828967178560675,4223,-150,0,2,1647,94,1566,24.4,3.174739381318491,0
2020-03-18 00:00:00+00:00,500,5,0,495,118,55,313,275,16,12,285,7,0,3321,0.09424872026498042,3764,-49,0,2,2106,118,1990,31.832797427652732,2.508092804269093,0
2020-03-19 00:00:00+00:00,636,9,0,627,136,31,302,270,21,12,269,12,0,3321,0.09093646492020475,3927,88,0,4,2076,136,1983,27.80487804878049,2.82531446247106,0
2020-03-20 00:00:00+00:00,804,10,1,793,168,30,294,256,23,15,256,12,1,3321,0.08852755194218609,3096,268,0,1,2317,168,2231,25.38167938931297,3.064414994978144,0
2020-03-21 00:00:00+00:00,1014,11,1,1002,210,34,285,282,27,22,236,15,0,3321,0.08581752484191509,2791,451,0,1,2108,210,2066,27.54946727549466,2.84854129298314,0
2020-03-22 00:00:00+00:00,1268,15,1,1252,254,54,334,315,38,33,263,22,0,3321,0.1005721168322794,4359,668,0,4,3350,254,3219,25.656324582338907,3.035055307705071,0
2020-03-23 00:00:00+00:00,1620,21,1,1598,352,58,364,331,44,37,283,24,0,3321,0.1096055404998494,3905,998,0,6,3626,352,3500,26.49572649572649,2.949081343955361,0
2020-03-24 00:00:00+00:00,2043,26,4,2013,423,81,408,354,48,49,311,26,3,3321,0.1228545618789521,3835,1390,0,5,4789,423,4640,24.6996996996997,3.14013159852508,0
2020-03-25 00:00:00+00:00,2468,32,5,2431,425,81,428,411,52,54,322,28,1,3321,0.1288768443239988,3533,1751,0,6,5936,425,5787,18.482841661649623,4.087001682499074,0
2020-03-26 00:00:00+00:00,2988,42,10,2936,520,81,484,430,56,67,361,31,5,3321,0.1457392351701295,3789,2237,0,10,6504,520,6283,19.51219512195122,3.888662317102648,0
2020-03-27 00:00:00+00:00,3422,60,12,3350,434,110,532,483,66,71,395,37,2,3321,0.1601927130382415,3129,2598,0,18,5750,434,5584,11.30952380952381,6.469266190525112,0
2020-03-28 00:00:00+00:00,3902,69,13,3820,480,52,528,497,70,83,375,41,1,3321,0.1589882565492322,2721,3054,0,9,5739,480,5535,10.31321619556913,7.061865368503379,0
2020-03-29 00:00:00+00:00,4434,84,16,4334,532,69,557,530,80,88,389,50,3,3321,0.1677205660945498,4118,3535,0,15,7575,532,7237,9.626038781163437,7.542017716715665,0
2020-03-30 00:00:00+00:00,4981,118,17,4846,547,122,634,585,90,105,439,55,1,3321,0.1909063535079795,3750,3992,0,34,7101,547,6822,6.159191408717635,11.59698790063044,0
2020-03-31 00:00:00+00:00,5719,162,21,5536,738,110,684,641,98,115,471,64,4,3321,0.2059620596205962,3849,4626,0,44,7989,738,7531,9.372210651591772,7.737169947392483,0
2020-04-01 00:00:00+00:00,6422,196,29,6197,703,147,773,731,111,143,519,72,8,3321,0.2327612165010539,3912,4501,689,34,9008,696,8578,7.372143634385209,9.74471263693486,0
2020-04-02 00:00:00+00:00,7141,280,38,6823,719,115,817,732,113,145,559,79,9,3321,0.2460102378801566,4149,5095,720,84,10225,719,9469,5.0418039016974845,14.09173208838041,0
2020-04-03 00:00:00+00:00,7739,337,43,7359,598,97,815,726,131,159,525,93,5,3321,0.2454080096356519,3373,5640,717,57,10329,598,9780,3.955619874577887,17.86743166865302,1
2020-04-04 00:00:00+00:00,8167,392,49,7726,428,73,790,752,140,170,480,107,6,3321,0.2378801565793436,3031,5980,718,55,6355,428,5988,-1.206496519721567,-57.10396273920819,1
2020-04-05 00:00:00+00:00,8750,493,56,8201,583,99,826,740,135,193,498,107,7,3321,0.2487202649804276,4356,6492,693,101,9394,583,8777,1.197745420385155,58.21687987366416,1
2020-04-06 00:00:00+00:00,9201,614,64,8523,451,93,809,695,147,208,454,110,8,3321,0.2436013249021379,3937,6756,796,121,7498,451,6769,-2.227895103272215,-30.7643249970791,1
2020-04-07 00:00:00+00:00,9578,737,72,8769,377,73,750,655,160,204,386,106,8,3321,0.2258355916892502,4155,7019,819,123,6967,377,6176,-8.568715879420841,-7.737529821123325,2
2020-04-08 00:00:00+00:00,9916,848,80,8988,338,57,694,616,166,196,332,115,8,3321,0.2089732008431195,3369,7237,859,111,5878,338,4947,-9.293873312564905,-7.105901636207495,1
2020-04-09 00:00:00+00:00,10259,959,89,9211,343,65,669,635,166,189,314,117,9,3321,0.2014453477868112,3232,7356,944,111,5748,343,5002,-10.76130509444763,-6.087958326871306,1
2020-04-10 00:00:00+00:00,10618,1089,97,9432,359,54,674,600,170,173,331,128,8,3321,0.2029509183980729,3947,7554,1002,130,7347,359,6326,-7.665169980756903,-8.69163594773608,1
2020-04-11 00:00:00+00:00,10963,1211,103,9649,345,40,627,595,182,163,282,130,6,3321,0.1887985546522132,3084,7717,1061,122,6702,345,5763,-2.882945467176101,-23.69475758095829,1
2020-04-12 00:00:00+00:00,11515,1473,109,9933,552,90,670,621,177,175,318,130,6,3321,0.2017464619090635,4797,7962,1074,262,10598,552,8524,-1.108726752503586,-62.17018617783444,1
2020-04-13 00:00:00+00:00,11953,1756,118,10079,438,91,696,630,192,169,335,137,9,3321,0.2095754290876242,4515,7992,1181,283,10950,438,9187,-0.4701627486437543,-147.0802275964471,1
2020-04-14 00:00:00+00:00,12352,2052,126,10174,399,70,684,636,178,173,333,134,8,3321,0.2059620596205962,4209,8033,1229,296,12678,399,10964,0.7994186046511587,87.05252461444604,1
2020-04-15 00:00:00+00:00,12663,2334,139,10190,311,69,691,665,179,175,337,133,13,3321,0.2080698584763625,3368,8011,1238,282,9450,311,7799,-0.9733237202595446,-70.86731621591349,1
2020-04-16 00:00:00+00:00,12959,2661,146,10152,296,51,702,640,181,162,359,137,7,3321,0.2113821138211382,5208,7870,1366,327,12789,296,11209,-1.7109574080815482,-40.16467010650905,1
2020-04-17 00:00:00+00:00,13257,3018,155,10084,298,48,667,613,165,163,339,124,9,3321,0.2008431195423066,4060,7847,1348,357,11595,298,9972,-2.259259259259261,-30.3323914955389,1
2020-04-18 00:00:00+00:00,13548,3264,166,10118,291,41,637,611,174,141,322,118,11,3321,0.1918096958747365,3696,7570,1661,246,10606,291,8960,-2.046229632436536,-33.52659164455856,1
2020-04-19 00:00:00+00:00,13824,3652,174,9998,276,40,624,574,157,148,319,118,8,3321,0.1878952122854562,5597,7441,1707,388,11479,276,9997,-10.67698259187622,-6.138882111967488,1
2020-04-20 00:00:00+00:00,14123,4111,180,9832,299,49,600,547,154,135,311,123,6,3321,0.1806684733514002,4910,7286,1723,459,15367,299,13295,-6.019922044174964,-11.16406220327939,2
2020-04-21 00:00:00+00:00,14405,4488,189,9728,282,27,550,511,145,146,259,119,9,3321,0.1656127672387835,4731,7203,1738,377,13612,282,11635,-5.3917050691244315,-12.50603178055511,3
2020-04-22 00:00:00+00:00,14630,4884,192,9554,225,36,525,489,149,122,254,110,3,3321,0.1580849141824752,4648,7050,1739,396,13293,225,11771,-4.188991719434975,-16.19782866086671,3
2020-04-23 00:00:00+00:00,14906,5221,196,9489,276,32,496,447,146,106,244,115,4,3321,0.1493526046371575,5175,7161,1605,337,14183,276,12259,-1.016776817488552,-67.82386129927067,3
2020-04-24 00:00:00+00:00,15154,5567,199,9388,248,26,468,442,144,109,215,110,3,3321,0.1409214092140921,4255,6919,1751,346,12627,248,10477,-2.568053415511051,-26.64307489254137,3
2020-04-25 00:00:00+00:00,15313,5950,202,9161,159,8,441,427,136,105,200,107,3,3321,0.1327913279132791,3527,6696,1762,383,9077,159,7357,-6.9583552978386916,-9.610625946019873,3
2020-04-26 00:00:00+00:00,15396,6382,204,8810,83,32,437,409,142,91,204,111,2,3321,0.1315868714242698,5560,6388,1737,432,8464,83,7342,-10.93484419263455,-5.985623756398049,3
2020-04-27 00:00:00+00:00,15524,6852,208,8464,128,21,413,379,132,89,192,101,4,3321,0.1243601324902138,5124,6034,1775,470,11524,128,9399,-10.87786259541985,-6.018865707420688,3
2020-04-28 00:00:00+00:00,15683,7422,213,8048,159,27,391,366,127,85,179,100,5,3321,0.1177356218006625,4682,5680,1726,570,10640,159,8815,-8.779443254817975,-7.543234833976736,3
2020-04-29 00:00:00+00:00,15765,7779,219,7767,82,23,383,368,122,86,175,96,6,3321,0.1153267088226438,4068,5397,1726,357,8996,82,7393,-11.18935837245697,-5.841273710706825,3
2020-04-30 00:00:00+00:00,15907,8210,225,7472,142,19,377,344,112,87,178,90,6,3321,0.1135200240891298,5461,5131,1721,431,9930,142,8593,-11.80616740088105,-5.517231536804165,3
2020-05-01 00:00:00+00:00,16023,8628,229,7166,116,20,345,326,109,81,155,89,4,3321,0.1038843721770551,4405,4818,1746,418,11052,116,9220,-13.186813186813179,-4.901626992607727,3
2020-05-02 00:00:00+00:00,16080,8922,232,6926,57,14,337,330,111,66,160,90,3,3321,0.1014754591990364,3828,4710,1610,294,5568,57,4761,-11.737629459148451,-5.551558454703905,3
2020-05-03 00:00:00+00:00,16107,9224,235,6648,27,14,326,300,101,71,154,84,3,3321,0.09816320385426076,5779,4481,1591,302,8029,27,7400,-7.301173402868322,-9.142688467379458,3
2020-05-04 00:00:00+00:00,16160,9485,238,6437,53,18,308,276,97,71,140,78,3,3321,0.09274314965371876,5315,4340,1545,261,9258,53,7954,-10.54852320675105,-6.218024031572235,2
2020-05-05 00:00:00+00:00,16192,9805,240,6147,32,9,271,257,91,61,119,72,2,3321,0.08160192713038242,5224,4126,1488,320,8957,32,7687,-19.96855345911951,-3.11176421584573,2
2020-05-06 00:00:00+00:00,16257,10068,241,5948,65,15,267,248,88,61,118,70,1,3321,0.08039747064137308,5142,3985,1439,263,9467,65,8546,-3.339882121807447,-20.40510635697743,2
2020-05-07 00:00:00+00:00,16318,10300,242,5776,61,13,255,243,84,60,111,70,1,3321,0.07678410117434507,5419,3834,1423,232,10119,61,9130,-16.46341463414635,-3.853268734103293,2
2020-05-08 00:00:00+00:00,16351,10528,248,5575,33,13,243,239,78,53,112,64,6,3321,0.07317073170731707,4641,3695,1365,228,8157,33,7187,-20.19464720194648,-3.072738677518211,2
2020-05-09 00:00:00+00:00,16370,10616,251,5503,19,10,247,244,78,50,119,64,3,3321,0.07437518819632641,3106,3779,1204,88,3868,19,3508,-11.58536585365853,-5.629270394679018,2
2020-05-10 00:00:00+00:00,16399,10787,255,5357,29,14,245,228,74,51,120,66,4,3321,0.07377295995182175,6097,3651,1202,171,4944,29,4410,0.6896551724137945,100.8525177787126,2
2020-05-11 00:00:00+00:00,16438,11123,260,5055,39,9,229,213,69,54,106,60,5,3321,0.0689551339957844,5289,3358,1208,336,9216,39,7827,-4.7945205479452015,-14.10765827448179,2
2020-05-12 00:00:00+00:00,16461,11385,263,4813,23,10,219,202,65,52,102,56,3,3321,0.06594399277326106,5416,3281,1054,262,7538,23,6681,-3.237410071942448,-21.06207174721242,2
